fuelType,rating,renterTripsTaken,reviewCount,location.city,location.country,location.latitude,location.longitude,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year,airportcity
ELECTRIC,5.0,15.0,11.0,Atlanta,US,33.746442,-84.372238,GA,2253859.0,134.0,Tesla,Model 3,car,2018.0,Atlanta
GASOLINE,4.96,152.0,140.0,Atlanta,US,33.927684,-84.343055,GA,511103.0,155.0,Chevrolet,Corvette Stingray,car,2014.0,Atlanta
GASOLINE,4.97,37.0,35.0,Atlanta,US,33.763413,-84.388602,GA,7982582.0,130.0,Audi,A8,car,2015.0,Atlanta
GASOLINE,4.99,81.0,73.0,College Park,US,33.640695,-84.44519,GA,6025007.0,58.0,Nissan,Altima,car,2018.0,Atlanta
GASOLINE,4.96,60.0,51.0,Atlanta,US,33.640654999999995,-84.427646,GA,6025007.0,112.0,Audi,A7,car,2017.0,Atlanta
GASOLINE,5.0,23.0,21.0,Atlanta,US,33.740676,-84.358236,GA,8752492.0,209.0,Audi,RS 7,car,2014.0,Atlanta
GASOLINE,5.0,41.0,36.0,Lawrenceville,US,33.989753,-84.001209,GA,7952644.0,49.0,Dodge,Grand Caravan,minivan,2015.0,Atlanta
GASOLINE,5.0,29.0,27.0,Atlanta,US,33.74053,-84.357869,GA,8752492.0,129.0,Jaguar,XJ,car,2016.0,Atlanta
ELECTRIC,4.88,18.0,16.0,Duluth,US,33.970512,-84.161462,GA,8609349.0,159.0,Tesla,Model S,car,2018.0,Atlanta
GASOLINE,4.95,42.0,40.0,Douglasville,US,33.722786,-84.703698,GA,3983888.0,84.0,Mercedes-Benz,C-Class,car,2015.0,Atlanta
GASOLINE,5.0,42.0,38.0,Atlanta,US,33.927109,-84.343284,GA,511103.0,175.0,Chevrolet,Corvette,car,2017.0,Atlanta
GASOLINE,4.83,9.0,6.0,Atlanta,US,33.757344,-84.348425,GA,499566.0,189.0,Mercedes-Benz,S-Class,car,2016.0,Atlanta
GASOLINE,4.92,40.0,38.0,Atlanta,US,33.640694,-84.444701,GA,5878338.0,130.0,Chevrolet,Camaro,car,2017.0,Atlanta
GASOLINE,4.88,88.0,74.0,Atlanta,US,33.757548,-84.349273,GA,499566.0,150.0,Land Rover,Range Rover Sport,suv,2014.0,Atlanta
GASOLINE,5.0,1.0,1.0,Atlanta,US,33.850713,-84.36596,GA,10872556.0,125.0,Maserati,Quattroporte,car,2016.0,Atlanta
GASOLINE,4.84,38.0,32.0,Douglasville,US,33.7233,-84.70329100000001,GA,3983888.0,76.0,INFINITI,Q50,car,2018.0,Atlanta
GASOLINE,4.92,76.0,71.0,Atlanta,US,33.668327000000005,-84.417836,GA,10413163.0,147.0,Chevrolet,Corvette,car,2015.0,Atlanta
GASOLINE,5.0,5.0,5.0,Snellville,US,33.807278000000004,-84.045917,GA,11258220.0,160.0,Porsche,Boxster,car,2014.0,Atlanta
ELECTRIC,4.85,35.0,27.0,Decatur,US,33.709589,-84.266785,GA,1661563.0,175.0,Tesla,Model 3,car,2019.0,Atlanta
DIESEL,4.97,32.0,29.0,East Point,US,33.653333,-84.49231400000001,GA,7868475.0,89.0,Porsche,Cayenne,suv,2014.0,Atlanta
GASOLINE,4.98,72.0,59.0,Atlanta,US,33.927665999999995,-84.34306,GA,511103.0,116.0,Ford,Mustang,car,2019.0,Atlanta
GASOLINE,5.0,17.0,11.0,Atlanta,US,33.782872,-84.38425600000001,GA,8752492.0,136.0,Land Rover,Range Rover Sport,suv,2016.0,Atlanta
GASOLINE,4.82,56.0,50.0,Douglasville,US,33.723698999999996,-84.70282900000001,GA,3983888.0,56.0,Infiniti,EX35,suv,2008.0,Atlanta
GASOLINE,4.93,22.0,15.0,East Point,US,33.653788,-84.491291,GA,7697843.0,64.0,INFINITI,Q50,car,2018.0,Atlanta
GASOLINE,4.95,69.0,66.0,East Point,US,33.653412,-84.49221700000001,GA,7868475.0,90.0,Mercedes-Benz,E-Class,car,2016.0,Atlanta
GASOLINE,4.9,61.0,50.0,East Point,US,33.652998,-84.49088499999999,GA,7697843.0,55.0,Mazda,CX-5,suv,2018.0,Atlanta
GASOLINE,4.84,71.0,58.0,East Point,US,33.652322999999996,-84.491513,GA,7697843.0,29.0,smart,fortwo,car,2015.0,Atlanta
GASOLINE,5.0,17.0,16.0,Decatur,US,33.75397,-84.234782,GA,15117491.0,78.0,BMW,Z4,car,2008.0,Atlanta
GASOLINE,4.89,9.0,9.0,Atlanta,US,33.926688,-84.34300400000001,GA,511103.0,102.0,Chevrolet,Camaro,car,2018.0,Atlanta
GASOLINE,4.93,19.0,15.0,Atlanta,US,33.810233000000004,-84.45316,GA,2052844.0,85.0,Land Rover,Range Rover Evoque,suv,2015.0,Atlanta
GASOLINE,5.0,2.0,2.0,Atlanta,US,33.852298,-84.36760500000001,GA,5513653.0,98.0,BMW,X4,suv,2018.0,Atlanta
GASOLINE,5.0,45.0,40.0,East Point,US,33.653553,-84.492182,GA,7868475.0,90.0,Infiniti,QX60,suv,2015.0,Atlanta
ELECTRIC,5.0,21.0,19.0,Atlanta,US,33.765511,-84.387509,GA,3991249.0,150.0,Tesla,Model 3,car,2020.0,Atlanta
GASOLINE,4.98,54.0,44.0,Atlanta,US,33.875355,-84.461555,GA,499566.0,149.0,BMW,6 Series Gran Coupe,car,2013.0,Atlanta
GASOLINE,5.0,70.0,62.0,Atlanta,US,33.764041,-84.33453399999999,GA,1077705.0,195.0,BMW,M4,car,2015.0,Atlanta
GASOLINE,5.0,13.0,13.0,Alpharetta,US,34.110042,-84.228422,GA,10851739.0,130.0,Mercedes-Benz,C-Class,car,2016.0,Atlanta
ELECTRIC,5.0,51.0,44.0,East Point,US,33.702353,-84.443573,GA,1439133.0,209.0,Tesla,Model X,suv,2018.0,Atlanta
GASOLINE,4.94,61.0,51.0,Peachtree Corners,US,33.938981,-84.239727,GA,6077494.0,123.0,Maserati,Ghibli,car,2015.0,Atlanta
GASOLINE,,0.0,0.0,Atlanta,US,33.64092,-84.444136,GA,10696094.0,70.0,Mercedes-Benz,GLA-Class,suv,2015.0,Atlanta
GASOLINE,5.0,5.0,4.0,Atlanta,US,33.64054,-84.426852,GA,7678058.0,250.0,Maserati,Ghibli,car,2015.0,Atlanta
GASOLINE,5.0,2.0,2.0,Atlanta,US,33.889415,-84.453633,GA,12796797.0,120.0,Chevrolet,Camaro,car,2019.0,Atlanta
GASOLINE,5.0,39.0,31.0,Atlanta,US,33.879187,-84.456395,GA,6580855.0,65.0,Mercedes-Benz,C-Class,car,2016.0,Atlanta
GASOLINE,5.0,14.0,14.0,Smyrna,US,33.878293,-84.48794000000001,GA,9971230.0,180.0,BMW,M4,car,2016.0,Atlanta
ELECTRIC,4.94,18.0,18.0,Atlanta,US,33.833257,-84.483681,GA,4266637.0,156.0,Tesla,Model 3,car,2018.0,Atlanta
GASOLINE,5.0,13.0,13.0,Atlanta,US,33.784923,-84.381204,GA,11968412.0,64.0,BMW,5 Series,car,2011.0,Atlanta
ELECTRIC,4.89,56.0,47.0,Atlanta,US,33.900611,-84.326224,GA,4887223.0,245.0,Tesla,Model X,suv,2016.0,Atlanta
GASOLINE,4.93,72.0,61.0,Fairburn,US,33.586690999999995,-84.591842,GA,1428350.0,299.0,BMW,i8,car,2015.0,Atlanta
GASOLINE,5.0,2.0,2.0,Grayson,US,33.905743,-83.959959,GA,1295660.0,98.0,Mercedes-Benz,E-Class,car,2017.0,Atlanta
GASOLINE,5.0,12.0,11.0,Atlanta,US,33.813190000000006,-84.393162,GA,9451897.0,140.0,Land Rover,Range Rover Sport,suv,2018.0,Atlanta
GASOLINE,5.0,25.0,22.0,Clarkston,US,33.799778,-84.253865,GA,1879749.0,205.0,Chevrolet,Corvette,car,2016.0,Atlanta
GASOLINE,4.92,37.0,36.0,Atlanta,US,33.647453999999996,-84.453073,GA,8444510.0,32.0,Ford,Fiesta,car,2017.0,Atlanta
GASOLINE,5.0,35.0,35.0,Atlanta,US,33.810451,-84.452199,GA,1103338.0,300.0,Mercedes-Benz,AMG GT,car,2016.0,Atlanta
GASOLINE,4.94,19.0,18.0,Atlanta,US,33.875559,-84.462533,GA,499566.0,99.0,Volkswagen,Arteon,car,2019.0,Atlanta
GASOLINE,4.97,41.0,34.0,Atlanta,US,33.878716,-84.45656600000001,GA,6580855.0,35.0,Ford,Fiesta,car,2015.0,Atlanta
GASOLINE,5.0,41.0,39.0,Atlanta,US,33.668602,-84.418653,GA,10413163.0,135.0,Maserati,Ghibli,car,2015.0,Atlanta
GASOLINE,4.89,11.0,9.0,Atlanta,US,33.890901,-84.453496,GA,12796797.0,150.0,BMW,X6,suv,2018.0,Atlanta
GASOLINE,4.9,14.0,10.0,Smyrna,US,33.849506,-84.520721,GA,11312622.0,90.0,Mercedes-Benz,SLK-Class,car,2013.0,Atlanta
ELECTRIC,,0.0,0.0,Atlanta,US,33.789835,-84.38812800000001,GA,1523445.0,138.0,Tesla,Model 3,car,2020.0,Atlanta
GASOLINE,4.86,7.0,7.0,Atlanta,US,33.659791,-84.43293299999999,GA,15406472.0,150.0,Land Rover,Range Rover Velar,suv,2019.0,Atlanta
GASOLINE,4.91,53.0,45.0,Atlanta,US,33.776537,-84.359708,GA,464263.0,385.0,Bentley,Continental GT,car,2005.0,Atlanta
GASOLINE,5.0,5.0,5.0,Atlanta,US,33.749752,-84.400123,GA,1846481.0,250.0,Porsche,Panamera,car,2018.0,Atlanta
ELECTRIC,5.0,6.0,5.0,Atlanta,US,33.884485999999995,-84.463509,GA,2312511.0,150.0,Tesla,Model X,suv,2016.0,Atlanta
HYBRID,5.0,12.0,11.0,Snellville,US,33.809233,-84.047014,GA,11258220.0,202.0,Porsche,Cayenne,suv,2017.0,Atlanta
GASOLINE,,0.0,0.0,Marietta,US,33.91812,-84.554541,GA,735348.0,135.0,Porsche,718 Cayman,car,2017.0,Atlanta
ELECTRIC,5.0,2.0,2.0,Alpharetta,US,34.067805,-84.21345600000001,GA,11216559.0,151.0,Tesla,Model 3,car,2019.0,Atlanta
GASOLINE,4.82,71.0,61.0,Atlanta,US,33.927372999999996,-84.34279699999999,GA,511103.0,110.0,Porsche,Cayenne,suv,2011.0,Atlanta
GASOLINE,5.0,6.0,5.0,Kennesaw,US,34.019483,-84.56513100000001,GA,15256714.0,300.0,Jaguar,F-TYPE,car,2016.0,Atlanta
GASOLINE,4.73,27.0,26.0,Atlanta,US,33.648408,-84.45384,GA,8444510.0,32.0,Ford,Fiesta,car,2017.0,Atlanta
GASOLINE,4.96,59.0,54.0,Atlanta,US,33.927706,-84.342776,GA,511103.0,95.0,Chevrolet,Camaro,car,2016.0,Atlanta
GASOLINE,5.0,5.0,4.0,Snellville,US,33.807028,-84.045642,GA,11258220.0,150.0,Audi,TTS,car,2017.0,Atlanta
GASOLINE,5.0,3.0,1.0,Kennesaw,US,33.990955,-84.628724,GA,1140700.0,60.0,BMW,X4,suv,2017.0,Atlanta
GASOLINE,4.85,51.0,48.0,Atlanta,US,33.927656,-84.343058,GA,511103.0,129.0,Dodge,Charger,car,2017.0,Atlanta
GASOLINE,,0.0,0.0,Fairburn,US,33.621941,-84.65349,GA,1278682.0,82.0,Mercedes-Benz,C-Class,car,2016.0,Atlanta
GASOLINE,,1.0,0.0,Atlanta,US,33.776511,-84.40841400000001,GA,15071013.0,105.0,GMC,Yukon,suv,2019.0,Atlanta
ELECTRIC,5.0,23.0,21.0,Atlanta,US,33.713244,-84.502636,GA,9326905.0,147.0,Tesla,Model 3,car,2019.0,Atlanta
GASOLINE,4.85,28.0,26.0,Atlanta,US,33.68153,-84.407289,GA,3792936.0,122.0,Chevrolet,Suburban,suv,2011.0,Atlanta
GASOLINE,4.74,28.0,23.0,Atlanta,US,33.63415,-84.45489599999999,GA,10250575.0,49.0,Toyota,Corolla,car,2020.0,Atlanta
GASOLINE,5.0,26.0,21.0,Peachtree City,US,33.402177,-84.563264,GA,12096465.0,139.0,Porsche,Boxster,car,2015.0,Atlanta
ELECTRIC,4.77,17.0,13.0,Duluth,US,33.992062,-84.154258,GA,6514411.0,149.0,Tesla,Model 3,car,2019.0,Atlanta
GASOLINE,4.51,51.0,39.0,Atlanta,US,33.772126,-84.419021,GA,7221030.0,37.0,Mitsubishi,Mirage,car,2014.0,Atlanta
GASOLINE,5.0,15.0,9.0,Marietta,US,33.914353999999996,-84.48546,GA,1919268.0,180.0,Chevrolet,Corvette,car,2017.0,Atlanta
GASOLINE,4.88,47.0,42.0,Atlanta,US,33.66857,-84.417392,GA,6482788.0,165.0,Porsche,Panamera,car,2016.0,Atlanta
DIESEL,5.0,2.0,1.0,Atlanta,US,33.910368,-84.483288,GA,11454718.0,211.0,Land Rover,Range Rover,suv,2016.0,Atlanta
GASOLINE,4.87,56.0,47.0,Atlanta,US,33.811362,-84.452952,GA,2052844.0,120.0,BMW,4 Series,car,2014.0,Atlanta
GASOLINE,4.92,45.0,40.0,Atlanta,US,33.783971,-84.383664,GA,8752492.0,99.0,Lexus,IS 200t,car,2016.0,Atlanta
GASOLINE,5.0,3.0,2.0,Atlanta,US,33.682324,-84.409111,GA,3792936.0,127.0,Chevrolet,Suburban,suv,2012.0,Atlanta
GASOLINE,4.86,30.0,28.0,Atlanta,US,33.647684000000005,-84.453383,GA,8444510.0,32.0,Nissan,Versa,car,2017.0,Atlanta
GASOLINE,5.0,14.0,11.0,Woodstock,US,34.070795000000004,-84.528949,GA,14354281.0,200.0,Maserati,Ghibli,car,2017.0,Atlanta
GASOLINE,5.0,27.0,24.0,Mableton,US,33.805409999999995,-84.526445,GA,217743.0,386.0,Jaguar,F-TYPE,car,2014.0,Atlanta
GASOLINE,5.0,6.0,6.0,Bremen,US,33.735152,-85.143922,GA,15581324.0,94.0,BMW,4 Series,car,2015.0,Atlanta
GASOLINE,5.0,58.0,55.0,Atlanta,US,33.927733,-84.34282900000001,GA,511103.0,89.0,Dodge,Challenger,car,2019.0,Atlanta
GASOLINE,4.92,33.0,25.0,Atlanta,US,33.667803,-84.418423,GA,10413163.0,137.0,Audi,A7,car,2017.0,Atlanta
GASOLINE,5.0,15.0,14.0,Newnan,US,33.394151,-84.732845,GA,13728129.0,97.0,Ford,Mustang,car,2014.0,Atlanta
GASOLINE,5.0,5.0,3.0,Lithonia,US,33.723632,-84.092345,GA,15031450.0,160.0,Maserati,Ghibli,car,2017.0,Atlanta
DIESEL,5.0,15.0,15.0,Douglasville,US,33.724140000000006,-84.732501,GA,14841812.0,108.0,Audi,Q7,suv,2015.0,Atlanta
GASOLINE,,0.0,0.0,Douglasville,US,33.63681,-84.827506,GA,2530195.0,135.0,Acura,MDX,suv,2016.0,Atlanta
GASOLINE,5.0,10.0,10.0,Conyers,US,33.57398,-83.99744100000001,GA,15152803.0,128.0,Ford,Mustang,car,2018.0,Atlanta
ELECTRIC,5.0,11.0,8.0,Atlanta,US,33.992527,-84.341541,GA,310752.0,167.0,Tesla,Model S,car,2015.0,Atlanta
GASOLINE,4.89,69.0,65.0,Decatur,US,33.723657,-84.168811,GA,7363993.0,42.0,Hyundai,Accent,car,2017.0,Atlanta
GASOLINE,4.98,128.0,117.0,Atlanta,US,33.927409999999995,-84.342783,GA,511103.0,85.0,Dodge,Challenger,car,2018.0,Atlanta
GASOLINE,5.0,9.0,8.0,Atlanta,US,33.66851,-84.41844499999999,GA,6482788.0,130.0,Maserati,Ghibli,car,2015.0,Atlanta
ELECTRIC,4.89,76.0,70.0,Peachtree City,US,33.370201,-84.530407,GA,1416567.0,115.0,Tesla,Model S,car,2013.0,Atlanta
,,0.0,0.0,Atlanta,US,33.595022,-84.42269300000001,GA,14917535.0,28.0,Kia,Rio,car,2020.0,Atlanta
GASOLINE,5.0,15.0,11.0,Atlanta,US,33.850201,-84.366107,GA,10872556.0,48.0,Nissan,Altima,car,2018.0,Atlanta
ELECTRIC,,0.0,0.0,Mableton,US,33.813345,-84.52967199999999,GA,217743.0,350.0,Tesla,Model X,suv,2017.0,Atlanta
GASOLINE,5.0,6.0,5.0,Woodstock,US,34.070353000000004,-84.529444,GA,14354281.0,200.0,Mercedes-Benz,S-Class,car,2014.0,Atlanta
ELECTRIC,,0.0,0.0,Decatur,US,33.814368,-84.258781,GA,270450.0,179.0,Tesla,Model 3,car,2018.0,Atlanta
GASOLINE,4.74,91.0,76.0,Atlanta,US,33.822774,-84.37176,GA,10216804.0,48.0,Volkswagen,Jetta,car,2011.0,Atlanta
GASOLINE,5.0,2.0,1.0,Decatur,US,33.753546,-84.234219,GA,15117491.0,64.0,Volkswagen,New Beetle,car,2008.0,Atlanta
GASOLINE,4.75,17.0,16.0,Atlanta,US,33.787378000000004,-84.387736,GA,6830247.0,172.0,Porsche,Cayenne,suv,2017.0,Atlanta
GASOLINE,5.0,5.0,5.0,Atlanta,US,33.683468,-84.538252,GA,3665954.0,150.0,Chevrolet,Silverado 1500,truck,2017.0,Atlanta
ELECTRIC,4.83,25.0,18.0,Duluth,US,34.037805,-84.171103,GA,8655954.0,149.0,Tesla,Model 3,car,2020.0,Atlanta
HYBRID,4.77,14.0,13.0,east point,US,33.659394,-84.476251,GA,4782598.0,44.0,Kia,Optima,car,2016.0,Atlanta
GASOLINE,4.9,64.0,51.0,Atlanta,US,33.668673999999996,-84.417697,GA,6482788.0,120.0,Porsche,Macan,suv,2017.0,Atlanta
GASOLINE,5.0,26.0,22.0,Fairburn,US,33.580143,-84.643162,GA,12029322.0,38.0,Kia,Sorento,suv,2014.0,Atlanta
GASOLINE,5.0,4.0,3.0,Stone Mountain,US,33.792982,-84.194177,GA,5253132.0,82.0,Jeep,Wrangler,suv,2017.0,Atlanta
GASOLINE,,0.0,0.0,Atlanta,US,33.837361,-84.363373,GA,4726027.0,112.0,GMC,Yukon XL,suv,2019.0,Atlanta
GASOLINE,5.0,17.0,14.0,Norcross,US,33.970895,-84.199674,GA,5586320.0,149.0,Porsche,Boxster,car,2015.0,Atlanta
GASOLINE,5.0,13.0,11.0,Smyrna,US,33.88,-84.51179599999999,GA,1740878.0,80.0,Lexus,IS,car,2020.0,Atlanta
GASOLINE,4.63,271.0,195.0,Atlanta,US,33.648355,-84.45428299999999,GA,507900.0,39.0,Nissan,Versa Note,car,2015.0,Atlanta
GASOLINE,4.86,73.0,63.0,Atlanta,US,33.668797,-84.41968100000001,GA,6482788.0,120.0,Mercedes-Benz,CLS-Class,car,2016.0,Atlanta
GASOLINE,,0.0,0.0,Atlanta,US,33.60241,-84.438334,GA,8814550.0,87.0,Dodge,Charger,car,2020.0,Atlanta
GASOLINE,5.0,7.0,6.0,Lithia Springs,US,33.784387,-84.636909,GA,9218210.0,35.0,Kia,Soul,car,2014.0,Atlanta
GASOLINE,4.78,62.0,49.0,Atlanta,US,33.582899,-84.471096,GA,1426383.0,35.0,Volkswagen,Passat,car,2015.0,Atlanta
GASOLINE,4.81,139.0,98.0,Atlanta,US,33.646342,-84.45359300000001,GA,507900.0,51.0,Nissan,Altima,car,2016.0,Atlanta
GASOLINE,4.96,26.0,23.0,Atlanta,US,33.878617,-84.456585,GA,6580855.0,40.0,Hyundai,Elantra,car,2019.0,Atlanta
GASOLINE,5.0,56.0,51.0,Atlanta,US,33.927371,-84.342878,GA,511103.0,89.0,Jeep,Grand Cherokee,suv,2019.0,Atlanta
GASOLINE,5.0,15.0,13.0,Smyrna,US,33.849251,-84.519273,GA,11312622.0,72.0,MINI,Cooper,car,2015.0,Atlanta
GASOLINE,5.0,5.0,4.0,Dunwoody,US,33.928988000000004,-84.342407,GA,511103.0,89.0,Jeep,Grand Cherokee,suv,2017.0,Atlanta
GASOLINE,4.84,54.0,49.0,Atlanta,US,33.822646,-84.371718,GA,10216804.0,40.0,Volkswagen,Passat,car,2012.0,Atlanta
HYBRID,5.0,6.0,2.0,Atlanta,US,33.937641,-84.37613,GA,12800611.0,600.0,BMW,i8,car,2016.0,Atlanta
GASOLINE,4.89,26.0,19.0,Sandy Springs,US,33.934746999999994,-84.365228,GA,1251177.0,199.0,Land Rover,Range Rover Velar,suv,2018.0,Atlanta
